"ID","Case Number","Date","Block","IUCR","Primary Type","Description","Location Description","Arrest","Domestic","Beat","District","Ward","Community Area","FBI Code","X Coordinate","Y Coordinate","Year","Updated On","Latitude","Longitude","Location"
"28434","JH471034","10/16/2024 07:34:00 PM","048XX S ELIZABETH ST","0110","HOMICIDE","FIRST DEGREE MURDER","YARD","false","false","0933","009","20","61","01A","1168807","1872716","2024","10/24/2024 03:46:07 PM","41.806253504","-87.656398846","(41.806253504, -87.656398846)"
"28433","JH471004","10/16/2024 07:19:00 PM","019XX S ST LOUIS AVE","0110","HOMICIDE","FIRST DEGREE MURDER","ALLEY","false","false","1024","010","24","29","01A","1153406","1890215","2024","10/24/2024 03:46:07 PM","41.854591983","-87.712420769","(41.854591983, -87.712420769)"
"28432","JH469990","10/16/2024 03:07:00 AM","057XX N CENTRAL AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","1621","016","39","11","01A","1137870","1937743","2024","10/24/2024 03:46:07 PM","41.985308324","-87.768295772","(41.985308324, -87.768295772)"
"28431","JH469041","10/15/2024 11:24:00 AM","039XX W JACKSON BLVD","0110","HOMICIDE","FIRST DEGREE MURDER","VACANT LOT","false","false","1132","011","28","26","01A","1150230","1898398","2024","10/23/2024 03:41:22 PM","41.877109524","-87.723864879","(41.877109524, -87.723864879)"
"28429","JH468621","10/14/2024 11:48:00 PM","041XX W 26TH ST","0110","HOMICIDE","FIRST DEGREE MURDER","RESTAURANT","false","false","1013","010","22","30","01A","1149004","1886396","2024","10/22/2024 03:41:41 PM","41.844198374","-87.728676792","(41.844198374, -87.728676792)"
"28428","JH468408","10/14/2024 07:14:00 PM","001XX N MENARD AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","1512","015","29","25","01A","1137694","1900351","2024","10/22/2024 03:41:41 PM","41.882703868","-87.769846991","(41.882703868, -87.769846991)"
"28427","JH467897","10/14/2024 12:05:00 PM","071XX S EAST END AVE","0110","HOMICIDE","FIRST DEGREE MURDER","APARTMENT","true","false","0324","003","7","43","01A","1188770","1857964","2024","04/18/2025 03:41:17 PM","41.765318105","-87.583654287","(41.765318105, -87.583654287)"
"28430","JH450073","10/14/2024 05:05:00 AM","065XX S DR MARTIN LUTHER KING JR DR","0110","HOMICIDE","FIRST DEGREE MURDER","APARTMENT","false","false","0312","003","20","69","01A","1180046","1861715","2024","10/22/2024 03:41:41 PM","41.775815434","-87.615515359","(41.775815434, -87.615515359)"
"13630237","JH467452","10/14/2024 01:00:00 AM","035XX S MICHIGAN AVE","0142","HOMICIDE","RECKLESS HOMICIDE","STREET","true","false","0213","002","3","35","01B","1177772","1881692","2024","03/15/2026 03:47:15 PM","41.830685937","-87.62324655","(41.830685937, -87.62324655)"
"28425","JH466791","10/13/2024 12:35:00 PM","004XX W 87TH ST","0110","HOMICIDE","FIRST DEGREE MURDER","YARD","false","false","2223","022","21","49","01A","1174990","1847130","2024","10/21/2024 03:41:04 PM","41.735906747","-87.634484403","(41.735906747, -87.634484403)"
"28424","JH466663","10/13/2024 09:48:00 AM","038XX S DAMEN AVE","0110","HOMICIDE","FIRST DEGREE MURDER","AUTO","false","true","0912","009","12","59","01A","1163651","1879302","2024","10/21/2024 03:41:04 PM","41.82443613","-87.675124237","(41.82443613, -87.675124237)"
"28423","JH466648","10/13/2024 06:55:00 AM","084XX S CARPENTER ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","true","false","0613","006","17","71","01A","1170789","1848794","2024","01/16/2025 03:40:46 PM","41.740565571","-87.649826888","(41.740565571, -87.649826888)"
"28422","JH465106","10/11/2024 10:16:00 PM","002XX N KEDZIE AVE","0110","HOMICIDE","FIRST DEGREE MURDER","BARBER SHOP/BEAUTY SALON","false","false","1123","011","28","27","01A","1155000","1901639","2024","10/19/2024 03:41:05 PM","41.885908871","-87.706263778","(41.885908871, -87.706263778)"
"28421","JH465092","10/11/2024 09:05:00 PM","004XX N SPRINGFIELD AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","1122","011","37","23","01A","1150308","1902783","2024","10/19/2024 03:41:05 PM","41.88914092","-87.723464065","(41.88914092, -87.723464065)"
"28418","JH461882","10/09/2024 02:15:00 PM","033XX W MAYPOLE AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","1123","011","28","27","01A","1154112","1900784","2024","10/17/2024 03:41:13 PM","41.883580425","-87.709547542","(41.883580425, -87.709547542)"
"28417","JH461476","10/09/2024 10:12:00 AM","005XX N PINE AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","1523","015","37","25","01A","1139435","1903131","2024","10/17/2024 03:41:13 PM","41.890300993","-87.763386087","(41.890300993, -87.763386087)"
"28958","P111433","10/09/2024 01:13:00 AM","022XX S STATE ST","0110","HOMICIDE","FIRST DEGREE MURDER","CHA HALLWAY","true","false","0131","001","3","33","01A","1176666","1889469","2024","11/20/2025 03:46:22 PM","41.852051628","-87.627069839","(41.852051628, -87.627069839)"
"28415","JH459847","10/07/2024 10:45:00 PM","078XX S WESTERN AVE","0110","HOMICIDE","FIRST DEGREE MURDER","RESTAURANT","true","false","0835","008","18","70","01A","1161739","1852605","2024","10/15/2024 03:41:39 PM","41.751216002","-87.682879763","(41.751216002, -87.682879763)"
"28414","JH459847","10/07/2024 10:45:00 PM","078XX S WESTERN AVE","0110","HOMICIDE","FIRST DEGREE MURDER","RESTAURANT","true","false","0835","008","18","70","01A","1161739","1852605","2024","10/15/2024 03:41:39 PM","41.751216002","-87.682879763","(41.751216002, -87.682879763)"
"28413","JH458541","10/07/2024 01:07:00 AM","015XX W 65TH ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","0725","007","16","67","01A","1167015","1861621","2024","10/15/2024 03:41:39 PM","41.775846031","-87.663288414","(41.775846031, -87.663288414)"
"28412","JH457248","10/05/2024 10:47:00 PM","015XX W 79TH ST","0110","HOMICIDE","FIRST DEGREE MURDER","VACANT LOT","false","false","0612","006","17","71","01A","1167254","1852339","2024","10/13/2024 03:42:45 PM","41.750369871","-87.662677556","(41.750369871, -87.662677556)"
"28993","B390158","10/05/2024 12:59:00 PM","044XX S PRAIRIE AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","0215","002","3","38","01A","1178780","1875731","2024","12/29/2025 03:42:12 PM","41.814305552","-87.61972984","(41.814305552, -87.61972984)"
"28410","JH456286","10/05/2024 05:53:00 AM","020XX S STATE ST","0110","HOMICIDE","FIRST DEGREE MURDER","CHA APARTMENT","false","false","0131","001","3","33","01A","1176640","1890530","2024","10/13/2024 03:42:45 PM","41.854963672","-87.627133239","(41.854963672, -87.627133239)"
"28409","JH456266","10/05/2024 05:22:00 AM","050XX W BELDEN AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","2522","025","26","19","01A","1142597","1914829","2024","10/13/2024 03:42:45 PM","41.922343389","-87.751482189","(41.922343389, -87.751482189)"
"28411","JH456257","10/05/2024 04:05:00 AM","000XX W HUBBARD ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","true","false","1831","018","42","8","01A","1176062","1903312","2024","10/13/2024 03:42:45 PM","41.890051295","-87.628869691","(41.890051295, -87.628869691)"
"28408","JH456074","10/04/2024 11:14:00 PM","106XX S STATE ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","0512","005","9","49","01A","1178141","1834245","2024","10/12/2024 03:40:47 PM","41.700477811","-87.623329654","(41.700477811, -87.623329654)"
"28407","JH431681","10/04/2024 05:31:00 AM","026XX E 79TH ST","0110","HOMICIDE","FIRST DEGREE MURDER","VACANT LOT","false","false","0422","004","7","46","01A","1195275","1853101","2024","10/12/2024 03:40:47 PM","41.751815623","-87.559972158","(41.751815623, -87.559972158)"
"28406","JH452166","10/02/2024 12:03:00 AM","035XX W CERMAK RD","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","true","false","1024","010","24","29","01A","1153185","1889154","2024","12/06/2024 03:42:04 PM","41.851684857","-87.713260059","(41.851684857, -87.713260059)"
"28405","JH451964","10/01/2024 09:41:00 PM","009XX W EASTWOOD AVE","0110","HOMICIDE","FIRST DEGREE MURDER","ALLEY","false","false","1914","019","46","3","01A","1169036","1931074","2024","10/09/2024 03:41:19 PM","41.966386987","-87.653864203","(41.966386987, -87.653864203)"
"28404","JH451446","10/01/2024 12:54:00 PM","007XX N AVERS AVE","0110","HOMICIDE","FIRST DEGREE MURDER","APARTMENT","true","false","1112","011","27","23","01A","1150591","1904640","2024","10/09/2024 03:41:19 PM","41.894231197","-87.72237621","(41.894231197, -87.72237621)"
"28403","JH450881","10/01/2024 04:02:00 AM","078XX S ASHLAND AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","0612","006","17","71","01A","1167038","1852633","2024","10/09/2024 03:41:19 PM","41.751181266","-87.663460692","(41.751181266, -87.663460692)"
"28401","JH450856","10/01/2024 02:22:00 AM","048XX W ADAMS ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","1533","015","28","25","01A","1144146","1898893","2024","10/09/2024 03:41:19 PM","41.878584245","-87.74619137","(41.878584245, -87.74619137)"
"13618363","JH450863","10/01/2024 01:58:00 AM","035XX S ASHLAND AVE","0142","HOMICIDE","RECKLESS HOMICIDE","STREET","true","false","0912","009","11","59","01B","1166243","1881366","2024","05/23/2026 03:41:25 PM","41.830045077","-87.66555614","(41.830045077, -87.66555614)"
"28398","JH445556","09/29/2024 06:33:00 PM","010XX N LONG AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","1524","015","37","25","01A","1140112","1906617","2024","10/07/2024 03:42:04 PM","41.899854634","-87.760814364","(41.899854634, -87.760814364)"
"28400","JH448364","09/29/2024 09:52:00 AM","056XX W POTOMAC AVE","0110","HOMICIDE","FIRST DEGREE MURDER","HOUSE","false","false","2531","025","29","25","01A","1138519","1908095","2024","10/07/2024 03:42:04 PM","41.903939467","-87.7666297","(41.903939467, -87.7666297)"
"28399","JH448245","09/29/2024 02:49:00 AM","015XX N MAGNOLIA AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","1433","014","27","24","01A","1167826","1910502","2024","10/07/2024 03:42:04 PM","41.90996269","-87.658908218","(41.90996269, -87.658908218)"
"28396","JH443679","09/28/2024 01:44:00 PM","078XX S MARYLAND AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","0624","006","8","69","01A","1183262","1853185","2024","10/06/2024 03:41:18 PM","41.752334006","-87.603991065","(41.752334006, -87.603991065)"
"28397","JH447289","09/28/2024 09:32:00 AM","095XX S AVENUE N","0110","HOMICIDE","FIRST DEGREE MURDER","ALLEY","false","false","0432","004","10","52","01A","1201118","1842438","2024","10/06/2024 03:41:18 PM","41.722409488","-87.538921462","(41.722409488, -87.538921462)"
"28395","JH433626","09/25/2024 11:37:00 PM","039XX W LAKE ST","0110","HOMICIDE","FIRST DEGREE MURDER","ALLEY","false","false","1122","011","28","26","01A","1149888","1901429","2024","10/03/2024 03:46:13 PM","41.88543358","-87.725041733","(41.88543358, -87.725041733)"
"28394","JH444278","09/25/2024 09:51:00 PM","034XX W LE MOYNE ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","true","false","1422","014","26","23","01A","1153097","1909754","2024","03/05/2026 03:41:53 PM","41.908215161","-87.713036584","(41.908215161, -87.713036584)"
"28393","JH443036","09/25/2024 03:47:00 AM","000XX W 27TH ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","0133","001","3","35","01A","1176648","1886649","2024","10/03/2024 03:46:13 PM","41.84431375","-87.627221006","(41.84431375, -87.627221006)"
"28392","JH442923","09/24/2024 11:00:00 PM","012XX S UNION AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","true","false","1232","012","28","28","01A","1171722","1894446","2024","11/11/2025 03:40:50 PM","41.865819053","-87.645069093","(41.865819053, -87.645069093)"
"28391","JH442490","09/24/2024 04:41:00 PM","043XX W WILCOX ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","1115","011","28","26","01A","1147493","1898984","2024","10/02/2024 03:42:44 PM","41.87877047","-87.733899414","(41.87877047, -87.733899414)"
"28390","JH441469","09/23/2024 08:24:00 PM","066XX S ST LAWRENCE AVE","0110","HOMICIDE","FIRST DEGREE MURDER","APARTMENT","false","false","0321","003","20","42","01A","1181373","1861197","2024","10/01/2024 03:41:25 PM","41.774363494","-87.610666703","(41.774363494, -87.610666703)"
"28388","JH439075","09/22/2024 03:00:00 AM","068XX S PRAIRIE AVE","0110","HOMICIDE","FIRST DEGREE MURDER","GANGWAY","false","false","0322","003","6","69","01A","1179223","1859647","2024","09/30/2024 03:41:34 PM","41.77015944","-87.618595379","(41.77015944, -87.618595379)"
"28387","JH438836","09/21/2024 10:49:00 PM","025XX S SPAULDING AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","1024","010","25","30","01A","1154766","1887023","2024","09/29/2024 03:42:25 PM","41.845805669","-87.707514354","(41.845805669, -87.707514354)"
"28386","JH438772","09/21/2024 08:44:00 PM","010XX N LAWLER AVE","0110","HOMICIDE","FIRST DEGREE MURDER","YARD","false","false","1531","015","37","25","01A","1142504","1906446","2024","09/29/2024 03:42:25 PM","41.89934125","-87.752032657","(41.89934125, -87.752032657)"
"28385","JH438105","09/21/2024 11:30:00 AM","057XX S PRAIRIE AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","0232","002","20","40","01A","1179020","1867023","2024","09/29/2024 03:42:25 PM","41.790404549","-87.61911492","(41.790404549, -87.61911492)"
"28384","JH437717","09/21/2024 03:50:00 AM","024XX S TRUMBULL AVE","0110","HOMICIDE","FIRST DEGREE MURDER","PARK PROPERTY","false","false","1024","010","22","30","01A","1153752","1887639","2024","09/29/2024 03:42:25 PM","41.847516263","-87.711219295","(41.847516263, -87.711219295)"
"28389","JH423482","09/21/2024 12:38:00 AM","007XX S CALIFORNIA AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","true","false","1135","011","28","27","01A","1157813","1896804","2024","03/28/2025 03:40:40 PM","41.872584295","-87.696065645","(41.872584295, -87.696065645)"
"28383","JH437504","09/20/2024 09:48:00 PM","055XX S SPAULDING AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","true","false","0822","008","14","63","01A","1155322","1867752","2024","07/08/2025 03:43:23 PM","41.792912404","-87.705990224","(41.792912404, -87.705990224)"
"28382","JH435682","09/19/2024 04:27:00 PM","068XX S CORNELL AVE","0110","HOMICIDE","FIRST DEGREE MURDER","APARTMENT","true","true","0332","003","5","43","01A","1188382","1859967","2024","09/27/2024 03:41:09 PM","41.770823778","-87.585012531","(41.770823778, -87.585012531)"
"28379","JH433396","09/18/2024 01:39:00 AM","065XX S CLAREMONT AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","0832","008","16","66","01A","1161865","1861325","2024","09/26/2024 03:41:35 PM","41.775142326","-87.682176139","(41.775142326, -87.682176139)"
"28378","JH433369","09/18/2024 12:37:00 AM","041XX W GRENSHAW ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","true","false","1132","011","24","29","01A","1149058","1894720","2024","01/19/2025 03:40:59 PM","41.867039421","-87.728263355","(41.867039421, -87.728263355)"
"28381","JH432539","09/17/2024 12:45:00 PM","011XX E 47TH ST","0110","HOMICIDE","FIRST DEGREE MURDER","APARTMENT","false","false","0222","002","4","39","01A","1184627","1874075","2024","09/25/2024 03:41:10 PM","41.809626128","-87.598334647","(41.809626128, -87.598334647)"
"28377","JH432008","09/17/2024 05:25:00 AM","101XX S ABERDEEN ST","0110","HOMICIDE","FIRST DEGREE MURDER","HOUSE","true","true","2232","022","21","73","01A","1170776","1837524","2024","09/25/2024 03:41:10 PM","41.709639345","-87.650202203","(41.709639345, -87.650202203)"
"28376","JH430571","09/16/2024 02:20:00 AM","056XX S THROOP ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","0713","007","16","67","01A","1168622","1867312","2024","09/24/2024 03:41:55 PM","41.791428312","-87.657233251","(41.791428312, -87.657233251)"
"28372","JH423824","09/15/2024 03:47:00 PM","003XX S HOMAN AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","true","false","1133","011","28","27","01A","1153780","1898021","2024","02/28/2026 03:40:22 PM","41.876005082","-87.71084027","(41.876005082, -87.71084027)"
"28375","JH429684","09/15/2024 12:58:00 PM","030XX W LUIS MUNOZ MARIN DR N","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","1423","014","26","24","01A","1155756","1910194","2024","09/23/2024 03:41:29 PM","41.909369378","-87.703256853","(41.909369378, -87.703256853)"
"28373","JH429228","09/15/2024 03:40:00 AM","007XX S CAMPBELL AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","1135","011","28","28","01A","1159840","1896761","2024","09/23/2024 03:41:29 PM","41.872424762","-87.688624789","(41.872424762, -87.688624789)"
"28374","JH429299","09/15/2024 02:57:00 AM","035XX W 12TH PL","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","1021","010","24","29","01A","1152926","1894060","2024","09/23/2024 03:41:29 PM","41.865152616","-87.714080792","(41.865152616, -87.714080792)"
"28371","JH428019","09/14/2024 02:52:00 AM","001XX W ROOSEVELT RD","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","0123","001","34","32","01A","1175087","1895027","2024","09/22/2024 03:41:42 PM","41.86733866","-87.632698676","(41.86733866, -87.632698676)"
"28370","JH427862","09/13/2024 11:38:00 PM","046XX W LAKE ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","1113","011","28","25","01A","1145369","1901739","2024","09/21/2024 03:41:14 PM","41.886370958","-87.741628664","(41.886370958, -87.741628664)"
"28369","JH408882","09/12/2024 10:10:00 PM","017XX E 53RD ST","0110","HOMICIDE","FIRST DEGREE MURDER","PARK PROPERTY","false","false","0234","002","5","41","01A","1188793","1870470","2024","09/20/2024 03:41:06 PM","41.799634983","-87.583170085","(41.799634983, -87.583170085)"
"28368","JH425628","09/12/2024 12:32:00 PM","029XX S STATE ST","0110","HOMICIDE","FIRST DEGREE MURDER","CHA HALLWAY","false","false","0133","001","3","35","01A","1176760","1885391","2024","09/20/2024 03:41:06 PM","41.840859176","-87.626847966","(41.840859176, -87.626847966)"
"28366","JH425106","09/11/2024 11:19:00 PM","040XX W CARROLL AVE","0110","HOMICIDE","FIRST DEGREE MURDER","VACANT LOT","false","false","1114","011","28","26","01A","1149329","1901928","2024","09/19/2024 03:41:30 PM","41.886813745","-87.727081557","(41.886813745, -87.727081557)"
"28365","JH423420","09/10/2024 06:41:00 PM","071XX S YALE AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","true","false","0731","007","6","69","01A","1175860","1857629","2024","09/18/2024 03:42:18 PM","41.764697849","-87.630983069","(41.764697849, -87.630983069)"
"28364","JH421893","09/09/2024 05:09:00 PM","079XX S LAFAYETTE AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","0623","006","17","44","01A","1177312","1852570","2024","09/17/2024 03:41:53 PM","41.750782715","-87.625813624","(41.750782715, -87.625813624)"
"28363","JH421214","09/09/2024 09:03:00 AM","074XX S KIMBARK AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","0324","003","8","43","01A","1186167","1855982","2024","09/17/2024 03:41:53 PM","41.759941172","-87.593257453","(41.759941172, -87.593257453)"
"28362","JH419834","09/08/2024 01:55:00 AM","045XX W MONROE ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","true","false","1113","011","28","26","01A","1146035","1899276","2024","12/30/2024 03:40:37 PM","41.879599571","-87.73924554","(41.879599571, -87.73924554)"
"28361","JH419779","09/08/2024 01:12:00 AM","115XX S LA SALLE ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","0522","005","9","53","01A","1177331","1828239","2024","09/16/2024 03:41:30 PM","41.684014753","-87.626476016","(41.684014753, -87.626476016)"
"28360","JH419776","09/08/2024 12:55:00 AM","007XX N HALSTED ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","1214","012","27","24","01A","1170906","1905534","2024","09/16/2024 03:41:30 PM","41.896263198","-87.647739486","(41.896263198, -87.647739486)"
"28359","JH419372","09/07/2024 05:50:00 PM","016XX E 87TH ST","0110","HOMICIDE","FIRST DEGREE MURDER","AUTO","false","false","0412","004","8","45","01A","1188659","1847618","2024","09/15/2024 03:41:39 PM","41.736930377","-87.584391221","(41.736930377, -87.584391221)"
"28357","JH417213","09/05/2024 11:43:00 PM","015XX S KENNETH AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","1012","010","24","29","01A","1146971","1892109","2024","09/13/2024 03:41:19 PM","41.859914623","-87.735991779","(41.859914623, -87.735991779)"
"28355","JH416851","09/05/2024 09:58:00 PM","032XX W WALNUT ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","1123","011","28","27","01A","1154510","1901440","2024","09/13/2024 03:41:19 PM","41.885372606","-87.708068496","(41.885372606, -87.708068496)"
"28356","JH416872","09/05/2024 05:57:00 PM","020XX W HOWARD ST","0110","HOMICIDE","FIRST DEGREE MURDER","ALLEY","true","false","2424","024","49","1","01A","1161566","1950354","2024","11/01/2025 03:41:48 PM","42.019451224","-87.680789903","(42.019451224, -87.680789903)"
"28353","JH410434","09/04/2024 03:22:00 PM","010XX W LAKE ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","true","false","1224","012","27","28","01A","1169537","1901626","2024","10/10/2024 03:46:16 PM","41.885569295","-87.652881351","(41.885569295, -87.652881351)"
"28358","JG205313","09/03/2024 07:17:00 PM","052XX S WESTERN AVE","0110","HOMICIDE","FIRST DEGREE MURDER","GAS STATION","false","false","0923","009","15","63","01A","1161260","1869868","2024","09/11/2024 03:41:56 PM","41.798598012","-87.684157541","(41.798598012, -87.684157541)"
"28351","JH412571","09/02/2024 09:48:00 PM","123XX S EMERALD AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","true","false","0523","005","9","53","01A","1173559","1823014","2024","12/23/2025 03:41:04 PM","41.669760604","-87.640437899","(41.669760604, -87.640437899)"
"28352","JH412465","09/02/2024 05:34:00 PM","002XX E 57TH ST","0110","HOMICIDE","FIRST DEGREE MURDER","AUTO","false","false","0231","002","20","40","01A","1178709","1867274","2024","09/10/2024 03:42:02 PM","41.791100401","-87.620247633","(41.791100401, -87.620247633)"
"28350","JH410917","09/01/2024 12:20:00 PM","069XX S OGLESBY AVE","0110","HOMICIDE","FIRST DEGREE MURDER","APARTMENT","true","true","0331","003","5","43","01A","1192966","1859445","2024","09/09/2024 03:41:01 PM","41.769280696","-87.568226646","(41.769280696, -87.568226646)"
"28349","JH410551","09/01/2024 04:44:00 AM","031XX S MORGAN ST","0110","HOMICIDE","FIRST DEGREE MURDER","AUTO","false","false","0913","009","11","60","01A","1170150","1884216","2024","09/09/2024 03:41:01 PM","41.837781509","-87.65113832","(41.837781509, -87.65113832)"
"28346","JH406270","08/31/2024 10:05:00 AM","015XX E 95TH ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","0511","005","8","50","01A","1188219","1842293","2024","09/08/2024 03:41:40 PM","41.722328518","-87.586172567","(41.722328518, -87.586172567)"
"28348","JH409345","08/31/2024 09:04:00 AM","029XX E 89TH ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","true","false","0423","004","10","46","01A","1197417","1846525","2024","01/02/2025 03:40:47 PM","41.733717476","-87.552341593","(41.733717476, -87.552341593)"
"28345","JH409069","08/31/2024 01:40:00 AM","039XX W OGDEN AVE","0110","HOMICIDE","FIRST DEGREE MURDER","PARKING LOT","false","false","1013","010","22","29","01A","1150286","1889027","2024","09/08/2024 03:41:40 PM","41.851393305","-87.723903515","(41.851393305, -87.723903515)"
"28344","JH408951","08/30/2024 09:44:00 PM","118XX S INDIANA AVE","0110","HOMICIDE","FIRST DEGREE MURDER","PORCH","true","false","0532","005","9","53","01A","1179705","1826351","2024","11/10/2024 03:41:34 PM","41.678780025","-87.617842997","(41.678780025, -87.617842997)"
"28562","JH278839","08/30/2024 02:46:00 AM","019XX W 51ST ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","true","false","0931","009","15","61","01A","1164092","1870853","2024","11/06/2025 03:40:34 PM","41.801241813","-87.673744256","(41.801241813, -87.673744256)"
"28347","JH406463","08/29/2024 01:49:00 PM","086XX S SANGAMON ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","0613","006","17","71","01A","1171495","1847363","2024","09/06/2024 03:41:17 PM","41.736623295","-87.647281975","(41.736623295, -87.647281975)"
"28343","JH406792","08/29/2024 11:47:00 AM","070XX S VERNON AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","0322","003","6","69","01A","1180465","1858412","2024","09/06/2024 03:41:17 PM","41.76674206","-87.614080619","(41.76674206, -87.614080619)"
"28342","JH406419","08/29/2024 01:00:00 AM","040XX S LAKE PARK AVE","0110","HOMICIDE","FIRST DEGREE MURDER","PARKING LOT","false","false","0214","002","4","36","01A","1183767","1878181","2024","09/06/2024 03:41:17 PM","41.820913429","-87.601360663","(41.820913429, -87.601360663)"
"28341","JH406198","08/28/2024 08:18:00 PM","062XX S CAMPBELL AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","0825","008","16","66","01A","1160776","1863201","2024","09/05/2024 03:41:28 PM","41.780312889","-87.686116533","(41.780312889, -87.686116533)"
"28989","JH404952","08/27/2024 11:22:00 PM","000XX W 79TH ST","0110","HOMICIDE","FIRST DEGREE MURDER","CTA ""L"" PLATFORM","false","false","0623","006","6","44","01A","1177483","1852629","2024","12/26/2025 03:41:06 PM","41.750940757","-87.625185222","(41.750940757, -87.625185222)"
"28339","JH394658","08/25/2024 08:21:00 PM","033XX W OHIO ST","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","1121","011","27","23","01A","1153830","1903796","2024","09/02/2024 03:41:30 PM","41.891851273","-87.710502796","(41.891851273, -87.710502796)"
"28338","JH401128","08/25/2024 10:22:00 AM","004XX W CERMAK RD","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","true","false","0914","009","11","34","01A","1173121","1889702","2024","11/17/2024 03:40:44 PM","41.85277027","-87.64007394","(41.85277027, -87.64007394)"
"28337","JH401080","08/25/2024 04:59:00 AM","009XX N CAMBRIDGE AVE","0110","HOMICIDE","FIRST DEGREE MURDER","CHA GROUNDS","true","false","1823","018","27","8","01A","1172501","1906572","2024","01/07/2026 03:43:04 PM","41.899076406","-87.64185068","(41.899076406, -87.64185068)"
"28336","JH401002","08/25/2024 03:00:00 AM","017XX N HARDING AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","2535","025","26","23","01A","1149777","1911292","2024","06/06/2025 03:41:04 PM","41.912500816","-87.725192609","(41.912500816, -87.725192609)"
"28335","JH400872","08/25/2024 12:28:00 AM","024XX S CHRISTIANA AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","false","false","1024","010","25","30","01A","1154417","1887641","2024","09/02/2024 03:41:30 PM","41.847508506","-87.708778668","(41.847508506, -87.708778668)"
"28334","JH400656","08/24/2024 07:34:00 PM","072XX S WASHTENAW AVE","0110","HOMICIDE","FIRST DEGREE MURDER","STREET","true","false","0831","008","18","66","01A","1159624","1856628","2024","08/27/2025 03:41:47 PM","41.762299341","-87.690520091","(41.762299341, -87.690520091)"
